시간,축구장_시간당발전량,학생회관_시간당발전량,중앙창고_시간당발전량,학사과정_시간당발전량,다산빌딩_시간당발전량,시설관리동_시간당발전량,대학C동_시간당발전량,동물실험동_시간당발전량,중앙도서관_시간당발전량,LG도서관_시간당발전량,신재생에너지동_시간당발전량,삼성환경동_시간당발전량,중앙연구기기센터_시간당발전량,산업협력관_시간당발전량,기숙사 B동_시간당발전량,자연과학동_시간당발전량
2022-07-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01 06:00:00,0.0,0.7,0.4,0.0,0.1,0.6,0.4,0.7,0.0,0.5,1.1,0.0,0.4,2.0,0.7,0.0
2022-07-01 07:00:00,5.3,5.8,5.0,3.2,0.8,3.8,0.7,2.1,1.6,1.7,5.5,3.0,5.2,6.0,2.5,7.2
2022-07-01 08:00:00,33.3,14.3,11.2,5.7,5.1,23.5,3.0,3.6,6.8,6.6,17.2,13.3,24.5,25.1,8.0,32.2
2022-07-01 09:00:00,33.0,23.7,18.6,10.3,16.1,56.0,3.6,9.0,16.4,21.1,37.7,32.4,50.2,43.3,14.9,77.0
2022-07-01 10:00:00,82.8,27.8,18.9,16.7,18.6,67.1,8.0,22.9,17.9,24.7,40.5,35.4,65.8,66.9,28.4,121.0
2022-07-01 11:00:00,107.6,32.9,21.3,13.5,24.1,85.6,10.6,24.7,22.9,32.2,20.5,45.7,18.7,18.5,18.3,150.2
2022-07-01 12:00:00,123.4,34.6,21.6,21.2,26.6,91.6,10.8,31.5,24.4,34.4,54.7,49.1,92.3,92.7,38.3,153.1
2022-07-01 13:00:00,35.6,31.8,21.6,21.3,8.8,97.3,4.6,9.3,26.2,20.9,17.5,13.5,32.0,26.1,40.5,169.6
2022-07-01 14:00:00,108.1,31.2,18.7,19.1,25.7,86.5,10.2,29.3,23.0,32.0,50.4,45.4,85.7,85.3,35.5,115.6
2022-07-01 15:00:00,89.5,28.9,16.2,16.9,24.2,81.3,9.6,27.0,21.2,29.5,46.1,41.8,78.2,79.1,33.2,153.5
2022-07-01 16:00:00,58.9,23.7,12.1,13.5,20.7,67.3,8.2,22.2,17.3,23.6,38.1,35.0,64.9,59.3,28.1,127.8
2022-07-01 17:00:00,47.1,15.8,6.4,9.0,13.8,42.6,6.0,16.0,12.6,14.6,27.1,24.6,46.1,46.2,19.7,28.3
2022-07-01 18:00:00,19.9,7.0,1.4,4.5,6.4,22.7,3.2,8.7,6.8,7.4,14.2,12.1,24.2,24.9,10.6,45.2
2022-07-01 19:00:00,0.3,0.8,0.0,0.8,1.0,3.1,0.7,1.9,1.4,1.5,3.4,2.2,2.2,5.4,2.3,1.5
2022-07-01 20:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02 06:00:00,1.0,1.2,0.8,0.7,0.4,1.8,0.6,1.1,0.7,0.9,1.3,0.0,0.9,3.0,1.2,14.73100000000001
2022-07-02 07:00:00,7.1,6.3,5.2,3.6,1.4,5.3,0.9,2.5,1.9,2.2,6.3,3.6,6.4,7.2,3.1,15.455000000000016
2022-07-02 08:00:00,31.8,14.0,10.8,7.5,5.2,22.7,2.9,8.4,6.7,6.5,16.8,13.1,23.9,24.9,10.8,34.903999999999975
2022-07-02 09:00:00,59.4,21.0,15.1,11.6,11.7,45.3,5.4,15.6,12.5,15.3,28.9,24.3,45.2,44.8,19.4,64.864
2022-07-02 10:00:00,92.0,28.8,19.1,6.9,18.7,68.8,6.6,21.0,20.3,24.4,42.4,38.9,72.1,70.7,31.5,101.86700000000005
2022-07-02 11:00:00,80.2,25.3,20.4,9.2,15.8,72.0,6.5,15.9,18.0,22.1,37.5,28.6,60.6,46.0,20.9,86.905
2022-07-02 12:00:00,76.2,18.7,13.1,7.9,16.0,58.5,6.7,29.2,12.1,18.2,37.6,35.8,70.4,56.7,31.7,98.712
2022-07-02 13:00:00,97.1,26.1,16.0,7.6,20.8,72.6,8.3,14.8,20.1,27.6,43.2,37.8,60.3,44.1,28.4,92.29400000000004
2022-07-02 14:00:00,110.5,30.8,18.6,8.8,13.4,86.3,7.4,29.9,23.3,9.6,19.5,33.8,51.8,88.0,35.1,95.93500000000004
2022-07-02 15:00:00,72.6,12.4,7.3,9.0,10.8,32.3,4.9,14.2,9.2,12.7,21.6,19.4,36.6,75.3,34.1,97.76400000000008
2022-07-02 16:00:00,39.7,13.5,4.8,2.1,7.1,32.8,2.9,21.7,6.0,8.0,13.7,23.0,22.2,54.7,19.7,67.37299999999995
2022-07-02 17:00:00,51.6,6.1,3.2,1.4,5.6,15.9,2.2,15.9,4.5,5.8,10.4,9.3,17.0,46.2,7.8,70.15199999999996
2022-07-02 18:00:00,24.1,8.3,3.4,2.4,7.6,24.5,3.3,8.8,7.1,8.5,15.3,13.1,25.4,25.2,11.1,51.83099999999999
2022-07-02 19:00:00,1.0,1.1,0.0,0.0,0.5,2.3,0.6,1.5,1.0,1.1,2.4,1.9,3.2,4.3,1.7,6.075999999999997
2022-07-02 20:00:00,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821
2022-07-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03 06:00:00,-0.1,0.6,0.2,0.0,-0.0,0.0,0.4,0.7,0.0,0.0,0.9,0.0,0.4,2.1,0.8,0.0
2022-07-03 07:00:00,9.6,6.4,4.9,3.6,2.2,7.7,1.2,3.3,2.4,3.0,7.1,4.8,8.6,9.3,3.9,5.9
2022-07-03 08:00:00,26.4,10.9,7.7,6.0,5.1,19.6,2.6,7.5,5.7,6.7,14.3,11.4,21.0,21.9,9.4,7.4
2022-07-03 09:00:00,39.3,14.2,9.9,8.9,8.9,30.5,4.1,11.2,8.6,10.9,20.6,17.5,32.2,31.7,13.6,16.5
2022-07-03 10:00:00,69.0,23.2,15.6,13.1,15.4,55.9,6.4,18.7,14.4,19.6,33.1,28.8,53.5,53.8,22.0,6.0
2022-07-03 11:00:00,98.9,30.1,19.6,8.7,22.1,79.1,8.9,26.5,20.4,28.5,46.5,41.3,77.4,76.3,32.0,12.8
2022-07-03 12:00:00,46.0,15.9,10.4,4.7,13.4,42.0,5.6,13.9,11.7,17.4,26.7,24.0,43.0,41.7,19.9,10.3
2022-07-03 13:00:00,51.5,10.7,6.4,2.7,9.4,27.1,3.4,11.2,7.1,9.8,17.1,15.5,28.3,32.2,11.6,5.5
2022-07-03 14:00:00,58.0,15.5,9.4,4.2,13.6,39.6,5.1,14.8,9.4,13.0,24.3,24.4,41.1,43.6,17.6,2.9
2022-07-03 15:00:00,97.6,28.4,16.1,8.1,24.7,80.4,9.7,26.5,21.5,30.3,47.3,42.3,78.7,75.1,33.4,14.8
2022-07-03 16:00:00,36.8,12.0,6.4,2.7,8.8,31.5,3.6,10.2,8.0,10.2,16.7,15.0,27.3,39.7,25.3,11.7
2022-07-03 17:00:00,10.6,3.1,1.7,0.0,2.7,7.8,1.2,3.5,2.1,2.6,5.0,4.6,7.8,9.9,3.4,3.9
2022-07-03 18:00:00,0.8,0.8,0.3,0.0,0.3,0.0,0.6,1.1,0.0,0.9,0.0,0.0,1.9,3.1,1.3,1.3
2022-07-03 19:00:00,0.9,0.9,0.3,0.0,0.4,1.5,0.6,1.1,0.7,0.9,0.9,0.0,1.0,3.3,1.2,-0.3
2022-07-03 20:00:00,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04 06:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.3,-0.0,0.6130000000000002
2022-07-04 07:00:00,1.1,1.0,0.4,0.0,0.6,1.8,0.6,1.3,0.8,1.0,1.0,1.6,3.0,4.0,1.6,22.252999999999997
2022-07-04 08:00:00,31.5,13.7,8.5,7.6,9.2,28.8,4.0,7.9,7.9,12.9,15.8,13.9,25.9,22.2,11.0,54.10999999999999
2022-07-04 09:00:00,34.1,10.8,6.8,5.8,8.1,26.6,3.3,9.3,7.3,9.5,15.7,13.7,24.9,26.1,10.7,34.046
2022-07-04 10:00:00,43.8,11.3,6.7,5.9,8.7,27.4,3.3,10.7,6.9,9.3,16.2,14.8,26.3,30.2,11.2,33.14499999999999
2022-07-04 11:00:00,20.1,6.9,4.6,5.8,6.8,16.6,3.0,8.3,5.2,7.4,13.4,11.2,22.4,26.6,11.3,40.177
2022-07-04 12:00:00,14.8,5.2,2.9,2.7,4.0,12.2,1.8,4.9,3.5,4.7,8.4,7.1,12.7,14.2,5.9,54.42699999999999
2022-07-04 13:00:00,49.1,16.1,9.9,9.5,12.5,41.5,5.3,13.9,11.3,15.4,24.9,21.4,40.2,39.7,17.8,80.25400000000005
2022-07-04 14:00:00,21.3,8.2,4.8,2.4,5.4,18.3,2.7,6.6,5.5,7.5,12.8,10.3,19.2,19.0,8.9,68.55399999999997
2022-07-04 15:00:00,22.7,8.0,4.9,2.3,5.8,18.3,2.8,7.1,5.4,7.4,12.7,10.6,19.8,20.4,9.2,64.67399999999999
2022-07-04 16:00:00,17.6,5.6,3.3,1.2,4.7,14.3,2.0,5.7,3.9,5.2,9.0,8.1,14.6,15.8,6.3,77.89799999999998
2022-07-04 17:00:00,50.4,17.1,8.0,4.6,14.7,46.3,6.2,17.0,13.2,15.9,28.2,25.6,47.5,48.2,20.0,62.907
2022-07-04 18:00:00,9.4,3.4,1.5,0.7,2.8,8.5,1.4,3.5,2.6,3.2,5.9,5.0,9.2,9.9,3.9,30.507000000000037
2022-07-04 19:00:00,0.0,0.0,0.0,0.0,-0.4,-0.5,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.1,3.864
2022-07-04 20:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8870000000000001
2022-07-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05 06:00:00,0.5,0.7,0.0,0.0,0.0,1.0,0.5,0.8,0.5,0.0,0.0,0.0,0.4,2.3,0.8,15.788000000000002
2022-07-05 07:00:00,11.9,4.6,2.8,2.5,2.7,9.9,1.6,3.9,2.9,3.9,7.1,5.7,10.3,10.9,4.7,55.497
2022-07-05 08:00:00,17.4,7.1,4.6,3.7,4.1,15.4,2.1,5.3,4.2,5.5,10.0,8.2,15.0,15.0,6.8,37.631
2022-07-05 09:00:00,32.7,11.0,7.4,5.9,7.3,24.8,3.2,8.7,6.7,8.8,15.5,13.5,24.2,24.6,10.4,57.557
2022-07-05 10:00:00,41.3,13.7,8.9,3.2,8.8,32.3,3.8,11.0,8.7,11.5,19.3,17.0,30.4,30.3,12.0,71.64099999999996
2022-07-05 11:00:00,103.5,9.1,5.6,2.6,7.4,21.9,3.0,10.2,5.8,7.9,14.3,13.0,23.8,29.5,11.4,97.141
2022-07-05 12:00:00,128.6,34.1,21.2,10.9,27.7,95.6,11.6,32.1,25.1,37.1,58.1,52.7,97.4,96.8,41.9,125.88000000000008
2022-07-05 13:00:00,64.8,20.6,12.6,5.8,16.4,52.9,6.7,18.1,14.6,20.1,32.4,28.2,52.9,51.5,22.9,66.56999999999998
2022-07-05 14:00:00,42.2,13.3,8.4,3.5,11.5,34.6,4.7,12.4,9.8,13.3,21.6,19.0,35.2,35.2,15.3,64.32400000000003
2022-07-05 15:00:00,27.7,9.8,5.7,2.5,7.0,23.8,3.2,7.9,6.7,9.0,14.8,12.5,23.0,21.7,9.7,79.945
2022-07-05 16:00:00,77.6,23.6,13.6,6.1,23.4,66.1,7.6,23.4,16.8,22.3,38.9,39.2,73.2,68.8,23.9,78.91199999999999
2022-07-05 17:00:00,29.7,9.9,5.4,2.7,8.0,25.2,3.4,9.0,7.1,9.7,15.9,13.7,25.3,25.5,11.3,63.284
2022-07-05 18:00:00,1.3,1.3,0.6,0.0,0.6,2.0,0.7,1.3,0.9,1.2,2.6,1.8,3.4,4.0,1.8,32.089000000000006
2022-07-05 19:00:00,0.0,0.0,0.0,0.0,-0.3,-0.5,0.2,0.1,0.0,0.0,0.6,0.0,0.0,0.3,0.1,9.972
2022-07-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032
2022-07-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 06:00:00,1.0,1.1,0.6,0.5,0.2,1.4,0.5,1.1,0.7,0.9,1.1,0.0,0.9,3.0,1.2,-0.1
2022-07-06 07:00:00,2.8,2.0,1.3,0.9,0.4,2.9,0.7,1.7,1.1,1.3,3.2,2.2,4.0,4.8,1.9,13.5
2022-07-06 08:00:00,19.6,9.8,10.3,9.5,7.5,25.5,3.9,9.1,7.9,9.9,20.5,15.4,29.9,23.4,14.0,38.6
2022-07-06 09:00:00,22.7,9.0,6.8,11.3,7.2,21.3,5.3,7.9,7.3,14.2,16.3,12.2,24.4,23.6,19.4,91.4
2022-07-06 10:00:00,71.6,13.8,16.3,15.0,18.2,48.4,7.6,21.7,16.9,23.0,37.9,33.4,61.7,62.3,26.1,123.6
2022-07-06 11:00:00,45.9,16.3,9.6,8.4,12.0,40.6,11.4,11.8,22.7,21.3,27.6,19.8,37.7,32.1,13.8,46.1
2022-07-06 12:00:00,123.3,13.8,8.5,7.8,12.8,37.0,4.6,27.7,10.2,13.2,27.1,22.1,60.9,92.3,14.1,44.6
2022-07-06 13:00:00,101.5,0.0,6.3,24.4,22.4,26.3,10.4,36.8,7.7,10.9,56.7,27.1,103.2,91.1,27.0,166.1
2022-07-06 14:00:00,42.1,9.9,5.7,5.5,7.8,24.8,3.2,9.6,6.6,9.0,15.4,13.7,25.3,27.5,11.1,170.0
2022-07-06 15:00:00,110.7,32.5,18.9,19.8,27.6,91.3,10.8,30.4,23.5,28.8,52.6,47.7,90.0,89.3,38.3,88.1
2022-07-06 16:00:00,81.4,4.3,2.2,2.1,3.8,10.8,1.7,5.1,3.2,4.1,7.5,6.6,11.9,17.1,5.6,127.1
2022-07-06 17:00:00,47.5,12.5,5.4,5.9,10.2,34.1,5.0,11.3,8.3,9.9,20.4,17.4,33.2,29.9,12.4,79.9
2022-07-06 18:00:00,20.9,7.2,1.6,4.7,7.0,23.5,3.3,9.0,7.1,7.8,14.8,12.6,25.6,25.9,11.3,34.1
2022-07-06 19:00:00,1.0,1.0,0.0,0.0,0.3,1.5,0.6,1.0,0.7,0.9,0.9,0.0,0.9,2.8,1.1,1.9
2022-07-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07 06:00:00,0.0,0.4,0.0,0.0,-0.1,-0.3,0.4,0.5,0.3,0.0,0.0,0.0,0.0,1.5,0.5,-0.6
2022-07-07 07:00:00,4.7,5.6,4.5,2.5,0.9,3.4,0.7,2.0,1.5,1.6,5.3,2.8,5.0,5.3,2.2,11.4
2022-07-07 08:00:00,31.7,14.5,11.0,7.6,5.3,23.8,3.0,8.7,7.0,6.9,17.3,13.8,25.2,25.6,10.8,45.1
2022-07-07 09:00:00,32.2,7.2,4.7,6.7,5.3,16.5,6.8,13.5,5.0,8.0,12.9,9.8,19.1,57.2,24.3,103.9
2022-07-07 10:00:00,33.5,34.9,24.1,20.7,10.3,85.3,9.0,13.4,10.3,11.8,25.9,32.9,56.1,52.4,22.0,93.1
2022-07-07 11:00:00,106.4,34.8,23.2,20.1,17.5,90.1,11.1,22.0,20.3,34.5,50.4,43.8,76.4,5.2,9.6,181.0
2022-07-07 12:00:00,41.7,13.8,8.6,8.7,27.2,34.2,5.0,18.3,9.6,15.5,55.6,51.4,69.9,36.0,15.7,194.1
2022-07-07 13:00:00,24.9,8.5,5.2,5.9,6.8,20.3,3.1,8.4,6.1,8.3,14.5,12.1,23.0,25.2,11.1,50.3
2022-07-07 14:00:00,2.2,1.7,0.9,0.8,1.2,3.4,0.9,1.8,1.3,1.7,3.3,2.4,4.6,4.9,2.1,190.0
2022-07-07 15:00:00,41.3,14.9,9.0,8.0,11.4,38.1,4.9,12.0,11.6,17.2,22.1,20.1,35.3,33.8,14.4,45.0
2022-07-07 16:00:00,12.1,4.4,2.7,2.9,3.2,9.7,1.7,4.5,3.1,4.2,7.7,6.2,11.8,12.8,5.7,121.9
2022-07-07 17:00:00,1.1,1.1,0.5,0.0,0.6,1.8,0.6,1.2,0.8,1.0,1.0,1.6,2.9,3.4,1.4,92.2
2022-07-07 18:00:00,0.2,0.9,0.3,0.0,0.3,1.1,0.5,0.9,0.7,0.8,1.0,0.0,0.8,2.6,1.1,12.8
2022-07-07 19:00:00,0.0,0.0,0.0,0.0,-0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.0,2.2
2022-07-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0659999999999999
2022-07-08 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003
2022-07-08 06:00:00,0.0,0.0,0.0,0.0,-0.3,-0.3,0.2,0.3,0.0,0.0,0.6,0.0,0.0,0.8,0.2,9.553000000000004
2022-07-08 07:00:00,10.6,4.6,2.7,2.7,3.0,9.4,1.5,4.1,2.7,3.6,7.1,5.8,10.8,12.0,5.0,71.85899999999994
